,de,en-GB,en,es,es-MX,fr-CA,fr,it,ja,ko,nl,ru,zh-Hans,zh-Hant
PhotoAlbum_Annotation,Es können bis zu 20 Fotos gespeichert werden.<br />Sie sind 3 Monate verfügbar.,Up to 20 photos may be stored.<br />They will be available for 3 months.,Up to 20 photos may be stored.<br />They will be available for 3 months.,Puedes guardar hasta 20 fotos.<br />Estarán disponibles durante 3 meses.,Puedes guardar hasta 20 fotos.<br />Estarán disponibles durante 3 meses.,Tu peux enregistrer jusqu'à 20 photos.<br />Elles seront accessibles pendant trois mois.,Tu peux enregistrer jusqu'à 20 photos.<br />Elles seront accessibles pendant trois mois.,Puoi salvare un massimo di 20 foto.<br />Saranno disponibili per 3 mesi.,写真は20枚までアップロードできます<br />保存期間は3ヶ月です,사진은 20장까지 업로드할 수 있습니다<br />저장 기간은 3개월입니다,Er kunnen maximaal 20 foto's worden opgeslagen.<br />Ze blijven 3 maanden beschikbaar.,"Можно сохранить до 20 снимков, которые<br />будут доступны в течение 3 месяцев.",最多可上传20张照片，<br />保存期限为3个月,最多可以上傳20張照片<br />儲存期限為3個月
PhotoAlbum_AppName,Album,Album,Album,Álbum,Álbum,Album,Album,Album,アルバム,앨범,Album,Альбом,相册,相簿
PhotoAlbum_Select,Auswählen,Select,Select,Seleccionar,Seleccionar,Sélectionner,Sélectionner,Seleziona,選択,선택,Kiezen,Выбрать,选择,選擇
PhotoAlbum_Title,Fotoalbum,Photo Album,Photo Album,Álbum de fotos,Álbum de fotos,Album,Album,Album,フォトアルバム,포토 앨범,Fotoalbum,Альбом,相册,相簿
QRCodeReader_AppName,QR-Code-Scanner,QR Code Reader,QR Code Reader,Códigos QR,Códigos QR,Code QR,QR Code,Codice QR,QRコードリーダー,QR Code 리더,QR-codelezer,QR-коды,QR Code读取器,QR碼掃描器
QRCodeReader_CheckinDate,Datum und Uhrzeit: ,Date and Time: ,Date and Time: ,Fecha y hora: ,Fecha y hora: ,Date et heure : ,Date et heure : ,Data e ora: ,日時: ,일시: ,Datum en tijd: ,Дата и время: ,日期：,日程：
QRCodeReader_ConfirmationAllow,Erlauben,Allow,Allow,Permitir,Permitir,Autoriser,Autoriser,Consenti,許可,동의,Toestaan,Разрешить,同意,同意
QRCodeReader_ConfirmationDeny,Nicht erlauben,Don't Allow,Don't Allow,No permitir,No permitir,Ne pas autoriser,Ne pas autoriser,Non consentire,許可しない,동의 안 함,Niet toestaan,Не разрешать,不同意,不同意
QRCodeReader_ErrorAlreadyGotDescription,Du hast diese Belohnung bereits erhalten.,You have already redeemed this reward.,You have already redeemed this reward.,Ya has obtenido esta recompensa.,Ya obtuviste esta recompensa.,Tu as déjà récupéré cette récompense.,Tu as déjà récupéré cette récompense.,Hai già ottenuto questa ricompensa.,このほうしゅうはすでに獲得済みです,이미 획득한 보상입니다,Je hebt deze beloning al ontvangen.,Эта награда уже получена.,已领取过此报酬,已領取過此報酬
QRCodeReader_ErrorAlreadyGotTitle,Bereits eingelöst,Already Redeemed,Already Redeemed,Ya obtenida,Ya obtenida,Déjà récupérée,Déjà récupérée,Già ottenuto,すでに獲得しています,이미 획득했습니다,Al ontvangen,Уже использован,已领取,已領取
QRCodeReader_ErrorNotCompatibleDescription,Diese QR-Code kann von SplatNet 3 nicht erkannt werden.,That QR Code cannot be read by SplatNet 3.,That QR Code cannot be read by SplatNet 3.,El código QR no es válido para SplatNet 3.,El código QR no es válido para SplatNet 3.,Ce code QR ne peut pas être lu avec SplatNet 3.,Ce QR Code ne peut pas être lu avec SplatNet 3.,Questo codice QR non è compatibile con SplatNet 3.,イカリング３で読み取ることのできる<br />QRコードではありません,오징어넷 3로 읽어 들일 수 없는 QR Code입니다,Deze QR-code kan niet door SplatNet 3 worden gelezen.,Этот QR-код невозможно считать в SplatNet 3.,此QR Code无法通过《鱿鱼圈 3》读取,沒有可透過《魷魚圈 3》讀取的QR碼
QRCodeReader_ErrorNotCompatibleTitle,Fehler,Error,Error,Error,Error,Erreur,Erreur,Errore,エラー,에러,Fout,Произошла ошибка.,错误,錯誤
QRCodeReader_ErrorRewardExpiredDescription,Dieser QR-Code ist nicht mehr gültig.,This QR Code is no longer active.,This QR Code is no longer active.,El código QR ya no es válido.,El código QR ya no es válido.,Ce code QR n'est plus actif.,Ce QR Code n'est plus actif.,Questo codice QR non è più attivo.,このQRコードはすでに無効です,유효하지 않은 QR Code입니다,Deze QR-code is niet meer geldig.,Срок действия этого QR-кода истек.,此QR Code已失效,此QR碼已經失效
QRCodeReader_EuConfirmation,"SplatNet 3 bietet die Möglichkeit zum Anmelden in Geschäften mithilfe eines QR-Codes. Beim Nutzen des QR-Code-Scanners werden Informationen über den eingelesenen QR-Code an Nintendo übermittelt. Diese erlauben es dem Nutzer, die früher durch die App eingelesenen QR-Codes zu überblicken. Dabei erfährt Nintendo möglicherweise deinen gegenwärtigen Standort.<br />Deine Wahl wird nicht gespeichert. Bei jeder Verwendung des QR-Code-Scanners erfolgt erneut eine eigenständige Bitte um Einwilligung (Art. 6 Abs. 1 a) DSGVO).","We would like to offer you the store check-in QR feature SplatNet 3. If you use a QR code reader, the information about which QR code you read is sent to Nintendo to enable you to check the history of your QR code scanning in the app. This may allow Nintendo to know your location.<br />Your selection below is not saved and we will ask for your consent (Art. 6 para. 1 (a) GDPR) each time you use the QR code reader.","SplatNet 3 features the ability to check in at stores using a QR code. If you use the QR code reader, information about which QR code you read will be sent to Nintendo, enabling you to see a record of QR codes scanned by the app. This may allow Nintendo to know your location.<br />Your choice is not saved and we will ask for your consent (Art. 6 para. 1 (a) GDPR) each time you use the QR code reader.","SplatNet 3 ofrece la posibilidad de registrarse en tiendas mediante un código QR. Si utilizas el lector de códigos QR, se enviarán a Nintendo datos sobre el código QR que has leído, y podrás ver un registro de los códigos QR que se hayan escaneado con la aplicación. Esto podría permitir a Nintendo conocer tu ubicación.<br />No se guardarán tus selecciones, y se te solicitará consentimiento (artículo 6, apartado 1 (a) del RGPD) cada vez que uses el lector de códigos QR.","SplatNet 3 ofrece la posibilidad de registrarse en tiendas mediante un código QR. Si utilizas el lector de códigos QR, se enviarán a Nintendo datos sobre el código QR que hayas leído y podrás ver un registro de los códigos QR que se hayan escaneado con la aplicación. Esto podría permitir a Nintendo saber tu ubicación.<br />No se guardarán tus selecciones, y se te solicitará consentimiento (artículo 6, apartado 1 (a) del RGPD) cada vez que uses el lector de códigos QR.","SplatNet 3 offre la possibilité de s'enregistrer dans les magasins via un code QR. Si tu utilises le lecteur de codes QR, les informations contenues dans le code seront communiquées à Nintendo, te permettant ainsi de voir un historique des codes scannés par l'application. Ceci pourrait permettre à Nintendo de te localiser.<br />Ton choix n'est pas enregistré, et ton consentement sera requis à chaque nouvelle utilisation du lecteur de codes QR (conformément à l'art. 6 para. 1 (a) du RGPD).","SplatNet 3 offre la possibilité de s'enregistrer dans les magasins via un QR Code. Si tu utilises le lecteur de QR Codes, les informations contenues dans le code seront communiquées à Nintendo, te permettant ainsi de voir un historique des codes scannés par l'appli. Ceci pourrait permettre à Nintendo de te localiser.
Ton choix n'est pas enregistré, et ton consentement sera requis à chaque nouvelle utilisation du lecteur de QR Codes (conformément à l'art. 6 para. 1 (a) du RGPD).","SplatNet 3 include la possibilità di accedere ai negozi tramite un codice QR. Se usi il lettore di codici QR, le informazioni sul codice QR che hai letto verranno inviate a Nintendo. In questo modo, potrai visualizzare un registro dei codici QR scansionati dall'app. Ciò potrebbe consentire a Nintendo di conoscere la tua posizione.<br />La tua scelta non viene salvata e chiederemo il tuo consenso (art. 6, par. 1 (a) GDPR) ogni volta che usi il lettore di codici QR.",イカリング３のQRコード読み取り機能がご利用いただけます。<br />QRコードの読み取りをご利用いただくと、どのQRコードを読み取ったかという情報が任天堂に送信され、アプリ内でQRコードの読み取り履歴を確認できるようになります。これにより、任天堂がお客様の位置情報を知ることができる場合があります。<br />以下のお客様の選択は保存されず、QRコードの読み取りをご利用いただくたびにお客様の同意（GDPR【第】6条【第】1項(a))が求められます。,오징어넷 3의 QR Code 스캔 기능을 이용하실 수 있습니다.<br />QR Code 리더를 이용하시면 스캔한 QR Code 정보가 닌텐도에 송신되어 앱 내에서 QR Code 스캔 이력을 확인할 수 있게 됩니다. 이를 통해 닌텐도가 고객님의 위치 정보를 알게 될 수 있습니다.<br />고객님의 선택은 저장되지 않으며 QR Code 리더를 이용하실 때마다 고객님의 동의(GDPR 제6조 제1항 (a)호)가 요구됩니다.,"SplatNet 3 biedt de mogelijkheid om je in winkels door middel van een QR-code te registreren. Als je de QR-codescanner gebruikt, wordt er informatie naar Nintendo verstuurd over welke QR-code je hebt gescand, zodat je een overzicht van door de app gescande QR-codes kunt bekijken. Hierdoor kan Nintendo misschien je locatie te weten komen.<br />Je keuze wordt niet opgeslagen en we zullen je elke keer dat je de QR-codescanner gebruikt, om je toestemming vragen (art. 6 paragraaf 1 (a) AVG).","Функции SplatNet 3 позволяют регистрироваться в магазинах с помощью QR-кода. Если ты используешь сканер QR-кодов, информация о считанных QR-кодах будет отправлена Nintendo и ты сможешь посмотреть список считанных через приложение QR-кодов. Это может привести к тому, что Nintendo станет известно твое местоположение.<br />Твой выбор не будет сохранен. Мы будем запрашивать твое разрешение в соответствии cо статьей 6, п. 1 (a), Общего регламента по защите данных при каждом использовании сканера QR-кодов.",您可以在《鱿鱼圈 3》中使用QR Code读取功能。<br />当您读取QR Code时，系统会将您读取的QR Code信息发送至任天堂，您可以在软件内查看QR Code的读取记录。以上过程将有可能使任天堂得知您的位置信息。<br />您接下来所做的选择将不会被保存，每次读取QR Code时，系统都会需要获得您的同意（GDPR【第】6条【第】1项(a)）。,您可以在《魷魚圈 3》中使用QR碼讀取功能。<br />當您使用此功能時，系統會將您讀取的QR碼資訊發送給任天堂，您可以在應用程式中查看QR碼的讀取記錄。以上過程將有可能使任天堂得知您的位置資訊。<br />您接下來所做的選擇將不會被儲存，您每一次讀取QR碼時，系統都會尋求獲得您的同意（GDPR【第】6条【第】1項(a)）。
QRCodeReader_Guide,"Finde und scanne besondere QR-Codes,<br />um Belohnungen zu erhalten.",You can find and scan special<br />QR Codes to earn cool stuff!,You can find and scan special<br />QR Codes to earn cool stuff!,Descubre y lee códigos QR en lugares singulares<br />para conseguir recompensas especiales.,Descubre y lee códigos QR en lugares peculiares<br />para conseguir recompensas especiales.,Trouve des codes QR spéciaux et<br />lis-les pour obtenir des récompenses.,Trouve des QR Codes spéciaux et<br />lis-les pour obtenir des récompenses.,Trova e leggi codici QR speciali<br />per ottenere ricompense!,特定の場所にあるQRコードを読み取ると<br />特別なほうしゅうをゲットできます,특정한 장소에 있는 QR Code를 스캔하면<br />특별한 보상을 획득할 수 있습니다,Vind en scan speciale QR-codes<br />om beloningen te ontvangen.,"Чтобы получать классные штуки,<br />находи и считывай особые QR-коды.",读取特定地点的QR Code<br />即可获得特别报酬,讀取位於特定地點的QR碼<br />即可獲得特別報酬
QRCodeReader_History,Verlauf,History,History,Historial,Historial,Historique,Historique,Cronologia,履歴,이력,Terugblik,Хроника,历史记录,歷史記錄
QRCodeReader_HowToGetReward,Du erhältst deine Belohnung<br />am Lobby-Terminal in Splatoon 3.,"To receive your reward, visit the lobby<br />terminal in the Splatoon 3 game.","To receive your reward, visit the lobby<br />terminal in the Splatoon 3 game.","Para recibir la recompensa, visita<br />el terminal del vestíbulo en Splatoon 3.","Para recibir la recompensa, visita<br />el terminal del vestíbulo en Splatoon 3.","Pour recevoir ta récompense, utilise le<br />terminal du hall dans le jeu Splatoon 3.","Pour recevoir ta récompense, utilise le<br />terminal du hall dans le jeu Splatoon 3.","Per ricevere la tua ricompensa, visita<br />il terminale della lobby in Splatoon 3.",ほうしゅうの受け取りは<br />スプラトゥーン3のロビー端末を使ってね,보상 수령은<br />스플래툰 3의 로비 단말기를 사용하세요,Bezoek de lobbyterminal in Splatoon 3<br />om je beloning te ontvangen.,"Воспользуйся терминалом в Холле в игре<br />Splatoon 3, чтобы получить награду. ",使用《斯普拉遁 3》的大厅设备<br />领取报酬吧！,使用《斯普拉遁 3》的大廳設備<br />領取報酬吧！
